shap_sample_idx,cluster,pca_x,pca_y
7774,1,8.841897,1.2655329
149233,1,8.455006,1.2666866
147467,1,8.418169,-0.08300388
104527,4,-4.3404803,4.149798
184743,1,8.338034,0.31452712
149863,4,-4.3419995,4.2021303
149633,1,8.268833,0.55185914
39075,4,-3.845154,3.217646
167862,2,-4.277671,3.4784303
14745,2,-4.430974,3.01171
79478,1,8.426576,0.04820975
176307,4,-4.3253856,3.8457737
88303,4,-3.9033942,3.3151197
149274,1,8.675257,1.3866447
60726,4,-4.118099,3.8453631
146731,1,8.50912,-0.30826908
3159,3,-2.6441731,-3.7084718
85658,1,8.745766,0.91806316
157620,1,5.4465556,-4.1331506
94373,1,8.679753,1.0307192
24307,1,8.418623,0.24425162
15641,2,-4.527188,3.549404
149358,2,-4.321206,2.9059162
32391,4,-4.499384,3.935139
75071,3,-2.5819695,-1.5472999
9765,1,8.775193,0.99811655
88566,4,-4.6206627,4.079345
69584,1,5.879903,-4.6375837
89598,1,8.805721,1.0891964
11070,1,8.728409,1.2473015
156156,2,-4.251772,2.5869591
154228,4,-3.579159,3.166053
45614,0,-3.6471288,-8.496926
88810,1,8.558204,1.068485
79531,1,8.816152,0.8361963
87623,1,8.765219,1.1739669
177733,4,-4.5089087,4.2671146
18902,0,-3.445068,-8.89907
180442,0,-3.7459705,-8.407608
21998,3,-2.580143,-1.7631737
152622,1,8.123718,0.13080895
36518,0,-3.705282,-8.6488695
86682,4,-4.5742445,4.1269274
15143,1,8.733601,1.1892673
162914,1,8.212517,-0.20657054
97270,4,-4.5728884,4.408334
10942,1,8.52293,1.067719
85079,1,8.593846,1.0980036
108094,2,-4.174132,2.360352
176952,4,-4.387318,3.6508572
99560,0,-3.4610777,-7.7310605
26372,0,-2.8147037,-7.441408
97226,0,-3.6263087,-8.910283
169476,2,-4.3875294,2.7818868
31786,0,-3.466313,-7.777262
149122,1,8.718078,1.1173719
153824,1,8.527906,1.366628
189533,1,8.184526,-0.049779963
19051,4,-3.867106,2.7951074
80395,1,8.435651,-0.09050023
176819,2,-4.1421075,2.609491
107109,1,8.008412,0.4081111
152253,1,8.836997,1.154386
39290,1,8.568652,1.0189672
8067,1,8.242735,0.030214999
28360,4,-4.546244,4.2185645
37595,4,-4.47178,3.870959
87333,2,-4.495588,2.7183487
91305,1,8.649924,1.058989
100650,0,-3.394904,-7.5485463
50710,1,5.4782643,-4.7062597
153866,1,8.002949,0.121999644
182991,0,-3.642676,-8.737723
51676,1,5.4316053,-4.2984524
88344,2,-4.328262,2.9754589
147994,3,-2.6946735,-1.3080022
19837,0,-3.8765075,-8.153614
160239,4,-4.4532356,3.9997623
192764,4,-4.244192,3.8290913
48766,4,-4.503739,4.085433
186488,4,-4.3993344,3.948204
171682,3,-2.7368577,-1.2688766
42064,1,8.708543,1.206908
79093,1,8.360901,0.06874315
178277,1,8.335436,0.18849012
77078,4,-4.459815,3.8519282
112967,0,-3.7046933,-8.771542
169694,4,-4.4293566,3.805975
1474,4,-4.4192023,3.925269
44533,3,-2.3704128,-2.9642189
19003,2,-4.4942217,2.687839
154726,4,-4.26023,4.087701
7846,2,-4.2150726,3.2320125
15848,1,8.863015,1.200919
43624,2,-5.0314746,2.456633
19930,4,-4.6197205,4.1361217
153586,1,8.631079,1.6973768
157507,2,-4.2523303,3.1717677
27297,4,-4.3127265,3.9311485
161842,1,8.754219,1.1399506
119650,4,-4.4928436,4.23809
107387,4,-4.549847,3.851255
39716,1,8.522763,1.0957079
111839,4,-4.244899,3.5989368
14757,4,-4.222297,3.9548593
37358,0,-3.249064,-7.4247637
26676,4,-4.4247565,3.9905808
36196,1,5.934417,-5.2763104
104841,4,-4.4088535,4.0991197
48552,0,-3.5347135,-7.4083686
174344,1,8.514899,0.4525167
151674,1,8.538902,0.60327053
12261,2,-4.468103,2.5208194
153996,2,-3.9848638,2.811348
12929,4,-4.538765,4.1367173
60338,0,-3.253489,-6.618036
99751,0,-2.96993,-7.2551026
114387,2,-4.5953355,1.8996577
163277,1,8.962712,0.5745537
18648,0,-3.6904447,-8.4247
51693,1,8.180905,-0.067346394
187254,1,8.790349,1.1515547
26685,4,-4.410232,3.9161866
14226,4,-4.50827,4.283488
178955,2,-4.871354,2.1112483
152901,4,-4.434103,4.2468314
108300,0,-3.5464103,-7.5086427
147460,1,8.283288,-0.14507553
15799,1,8.843365,1.4287404
189872,2,-4.4397798,2.4979367
58265,3,-2.4520009,-3.5301273
79542,2,-4.2084146,2.4995394
173932,2,-5.2123194,2.1383398
174327,1,8.676533,1.481567
92147,3,-2.911076,-1.7754883
60251,1,8.175767,-0.29017478
17805,4,-4.4517083,3.6729286
120238,3,-2.7824035,-3.3354201
29562,0,-3.0887992,-6.984833
41834,0,-3.3702993,-7.3187537
29843,4,-4.6604857,3.9557219
32322,0,-3.7443588,-8.383729
31999,2,-4.5979533,3.074657
182941,0,-3.8052886,-8.799364
94543,4,-4.309141,4.0412464
42348,1,5.9929423,-4.6163955
167819,4,-4.5235324,3.7262127
26840,0,-3.4396446,-7.675981
24953,4,-4.408087,4.093318
168016,2,-4.405266,2.4901056
155117,4,-4.564821,4.044195
136958,3,-2.4208136,-3.7091734
172504,4,-5.0892735,3.9796634
4668,1,8.278104,0.035848442
154928,4,-4.4035726,3.898689
95713,1,8.881495,1.1284696
17789,4,-4.4875855,3.7520084
130016,0,-2.5907032,-4.3983083
10009,4,-4.2439103,4.0283628
80430,1,8.475736,0.58729357
154604,2,-4.1794653,2.8351283
86135,1,8.43408,-0.22587739
155426,3,-2.807203,-2.6185262
7534,1,8.066476,0.09032945
101171,0,-3.7500815,-8.546325
83148,1,8.819047,1.1527054
13320,1,8.65723,0.96738654
15937,1,8.596286,0.7177426
10754,1,8.663017,1.1088939
81619,1,8.213041,-0.10986332
191192,2,-4.358035,2.265256
24621,1,8.196837,0.17266731
18867,0,-3.5996244,-8.725608
88136,4,-4.431635,4.119513
106263,4,-4.4846187,3.9755387
7781,4,-4.398732,3.6683636
151007,2,-4.4784303,2.871214
49662,2,-4.501433,3.3677728
180210,4,-4.657281,3.9509401
17571,0,-3.6248245,-8.769652
14529,1,8.002425,-0.07686312
19573,4,-4.5296865,4.2623506
97240,2,-4.0402555,2.527535
14122,1,8.3086815,0.66872185
145160,4,-4.362483,3.7923608
3406,3,-2.5085163,-2.6646607
19905,2,-4.667492,3.5200412
166002,1,8.444683,0.58135056
15620,4,-4.141603,3.6084554
50799,4,-4.326008,3.8888595
32563,4,-4.320939,3.9973729
159682,2,-4.148326,2.155796
27196,1,7.9735847,0.19264765
16309,4,-4.358373,3.5744066
114896,1,5.939247,-2.8036134
35591,1,8.425279,1.2022444
144302,4,-4.3596535,4.0404215
2176,4,-4.4070845,3.9951484
16112,0,-2.8679357,-7.242988
17702,4,-4.5075245,3.8255727
123569,4,-4.3467717,4.0291934
60470,0,-4.0967345,-6.751575
9807,4,-4.5819283,4.2075806
14044,4,-4.373935,4.031631
117150,4,-4.3505425,4.073048
173157,1,8.697491,0.90024394
173288,1,8.409458,0.48206344
8843,4,-4.199811,3.6491437
57437,0,-2.5958989,-6.5277534
40117,0,-3.643257,-8.985392
92622,1,8.600383,0.994307
155321,2,-4.3307924,2.3820672
102810,4,-4.5097127,4.1442323
103775,3,-2.4440608,-3.2488031
151949,4,-4.455939,4.04748
75291,4,-4.4316025,3.9962702
18536,0,-3.4143646,-7.9839516
149817,3,-2.3849938,-2.7624042
176865,2,-4.3006334,2.5068128
14725,1,8.404856,0.06391696
112477,3,-2.5831902,-2.817313
27550,4,-4.7044296,4.0142922
104242,1,5.151319,-3.1738987
4534,1,8.618231,1.1814622
48763,1,8.515104,0.7339606
144983,1,8.704816,0.90908355
32435,4,-4.5475187,4.119485
165463,4,-4.2217183,3.593645
29705,2,-4.5336475,2.614881
157648,4,-4.169535,3.6414857
145157,4,-4.4768376,3.9659169
188355,4,-4.5444026,3.8502305
95178,4,-4.5496044,4.2239504
102768,4,-4.4361157,4.1706924
173555,2,-4.4036126,2.7144127
18228,1,8.524337,1.1730862
160105,1,8.5784855,1.3548076
146411,4,-4.411535,4.0953064
98094,1,6.718398,-1.9612572
56569,0,-2.9395955,-7.199925
143905,4,-4.223345,4.15274
25395,1,8.767478,0.97453153
184807,3,-2.7332034,-3.7990665
168342,3,-2.990653,-3.5657146
113983,0,-3.5391233,-7.287603
27947,2,-4.4897466,2.2909133
36428,0,-3.545216,-7.2096367
81932,4,-4.402954,4.2391334
18362,3,-3.2388132,-1.757461
46638,1,5.932195,-4.737455
52852,4,-4.236483,3.6649358
158019,1,8.334519,0.36882812
156538,2,-4.2286115,2.4180374
22364,1,6.2758746,-5.045627
84003,1,8.279061,-0.36527225
27747,2,-4.5036383,2.635096
180547,2,-5.3454404,2.8898466
79716,1,8.1735525,-0.12837644
188880,3,-1.9991885,-3.3973367
75586,1,8.556014,0.6610113
3816,1,8.655976,1.2871594
110524,1,5.403414,-4.845629
141124,4,-4.597385,4.163616
96056,2,-4.3193903,3.1267848
18929,0,-3.485639,-7.623586
114515,2,-4.327284,3.2781641
188739,4,-4.177682,3.7352328
114830,4,-4.4046803,3.9390993
6075,2,-4.484251,3.37042
166235,2,-4.4523277,2.3473482
35434,4,-5.1413198,3.728269
27074,0,-3.3092957,-7.243422
154863,4,-4.4138775,4.1584435
59327,0,-3.0282338,-6.85419
168159,2,-4.4978538,2.8160696
108301,0,-3.3284113,-7.542792
85265,4,-4.2228975,3.2839756
118239,2,-4.0150523,1.8186729
181876,2,-4.6534524,2.7357514
150892,2,-4.1184216,2.9091175
90598,1,9.023771,0.87127763
30023,0,-3.4504473,-7.5936313
40908,0,-2.8480847,-7.3913684
92445,4,-4.527686,4.0945344
99764,0,-3.4015877,-8.86355
2595,1,8.495453,0.6722782
116947,1,8.312861,0.9728194
150897,2,-4.0622334,2.8649123
159305,1,8.454595,1.0095898
81617,1,8.3108425,0.047672044
176436,1,8.785376,1.1398441
28813,1,8.580023,1.0922587
150777,4,-4.1252007,4.0012326
16596,4,-4.4545183,4.204666
171602,4,-4.419955,3.7368574
27806,0,-3.1707027,-8.278326
150336,3,-2.8221297,-3.9529386
90724,1,8.829937,0.2825691
27285,2,-4.4023657,2.5610323
185056,1,6.293692,-1.6409191
92329,0,-3.5535557,-8.846058
157409,4,-4.3038545,3.462147
90879,4,-4.355708,3.8129508
86938,4,-4.5227757,3.3067594
44009,0,-3.5928702,-8.714765
27347,4,-4.537345,4.1518703
113581,0,-3.6286824,-8.607601
153461,2,-4.264096,2.4816365
91007,4,-3.800941,3.5675573
186194,1,8.302379,-0.032550044
160701,4,-4.3943033,4.0523825
14392,0,-3.674753,-8.444199
15269,2,-4.2224965,2.507203
178099,4,-4.440182,4.0253134
168714,4,-4.441306,3.7258306
156446,1,8.451378,0.36589155
53957,3,-3.1346645,-2.774414
178058,4,-4.537935,4.222022
115647,2,-4.10075,2.515176
37713,4,-4.4877734,3.9404447
161275,1,8.584823,1.2844778
136856,3,-2.4150624,-4.8831573
93864,1,8.506676,0.44641477
161756,2,-4.1942635,2.2759862
177898,4,-4.538812,4.122616
108313,0,-3.3822944,-7.4844
20533,1,8.762353,1.0702844
41377,0,-3.3320007,-7.648802
173695,3,-2.7237191,-2.9461172
109915,0,-3.431889,-7.416884
29529,0,-3.0650744,-6.9714403
22441,1,6.0985703,-4.8740816
154887,1,8.441949,1.4232848
189783,4,-4.491891,4.0180564
81870,4,-4.4584126,3.8051085
159153,3,-3.4188123,-2.3314838
79284,3,-2.7280798,-3.8079545
53776,3,-3.3080382,-3.5702872
173477,2,-4.624116,2.6212995
30584,4,-4.311501,3.92197
41845,0,-2.9173148,-7.379337
163549,1,8.955586,1.1325303
191162,3,-2.5552619,-2.052866
38494,4,-4.628679,4.0840197
180974,0,-3.4512172,-8.57958
113942,0,-3.4498093,-7.375604
10584,1,8.731424,1.3386133
97147,0,-3.5967329,-8.923328
81945,4,-4.3101954,4.222099
23476,4,-4.494679,4.2225943
153496,4,-3.8652108,3.5864933
187992,0,-3.2805943,-7.755861
8379,4,-4.3887215,3.6647737
5875,3,-2.872992,-2.012706
32589,4,-4.463775,4.133893
179173,0,-3.5270326,-8.881595
72556,3,-2.4821365,-2.3027356
112965,0,-3.622326,-8.464455
81984,3,-2.8295949,-2.2452312
99700,0,-3.5101535,-7.4953103
107821,0,-3.6505353,-8.670025
86601,1,8.720311,0.83451587
10831,3,-3.0816798,-2.9022498
94764,1,8.443187,1.130647
12870,4,-4.519917,3.773692
186649,0,-3.8734179,-8.220018
15110,3,-2.7466953,-1.1445042
80921,2,-3.9487057,2.2700236
155374,4,-5.3720965,4.0043488
121847,3,-2.285909,-2.2449803
92120,1,8.397191,0.88872623
29030,0,-3.365349,-7.4362106
174725,1,8.499609,1.0546722
180384,0,-3.6174426,-8.460846
40349,4,-4.1526885,3.7946985
1255,4,-4.4561396,3.9974859
82926,1,8.753591,1.3037679
80987,2,-4.3532076,3.3316622
176,3,-2.4908004,-1.527159
191007,1,8.373174,-0.16256769
13189,1,8.808214,1.3755867
111985,0,-3.2822855,-8.207545
48836,1,8.273581,0.06361755
21031,1,7.7210064,0.0327012
44515,0,-3.0837517,-7.3603253
169433,1,8.263397,0.77671796
18629,1,8.841737,0.9690314
90474,1,8.928007,0.96182775
156209,1,8.852178,0.7121406
20817,1,8.803861,1.318932
25915,0,-3.531222,-8.6227
83739,1,8.807714,1.1509507
84593,1,8.722137,1.0933263
78159,1,8.639759,1.3451829
103569,0,-3.6796632,-9.119672
164007,4,-4.5535216,3.937183
77253,1,8.145934,-0.14762038
27490,2,-4.3712435,2.554029
74732,1,8.659372,1.1991439
92815,2,-4.2586327,2.8589902
118092,4,-4.330777,4.0080485
101160,0,-3.1727233,-8.140472
39757,2,-4.5992265,2.7730365
88733,1,8.693414,1.0051656
34298,1,8.31089,1.1597035
149897,1,8.749468,0.66815996
177343,4,-4.6659737,4.1537123
168653,1,8.349602,1.3192568
166090,1,8.786678,1.0004822
86293,1,8.706784,1.067219
61404,2,-4.2831354,1.9218098
10197,2,-4.842834,2.4571512
108544,4,-4.4197693,4.150903
88802,1,8.265227,-0.064186975
180673,2,-4.3342133,2.7733345
38050,4,-4.586049,3.8590882
48903,4,-4.2753415,3.6783857
85755,3,-2.7080698,-2.0989187
112036,0,-3.6705382,-8.873692
21018,1,8.50563,1.4985257
87249,1,7.875918,0.07596036
127884,4,-4.341327,3.7290182
6029,1,7.8049493,-0.37551072
154716,4,-4.378095,4.1389585
11747,3,-2.9701788,-2.8374596
22411,1,6.210478,-5.324141
34099,2,-4.4613523,2.620964
87287,1,9.002854,1.0158525
159214,1,8.667737,0.9418461
44754,0,-3.621493,-8.659957
149271,1,8.7021,1.3805892
166459,1,8.359398,0.4266305
25765,3,-2.7556036,-3.0930967
40991,2,-4.210156,2.6063936
100921,0,-3.7196605,-8.196983
182339,0,-3.5393686,-9.008801
168051,1,8.257431,-0.0048883976
20834,1,8.396591,0.76286554
41019,1,8.560858,1.2697868
82012,3,-2.8388731,-2.3657875
7405,4,-4.227711,3.889813
87683,0,-3.2342384,-8.295874
86778,2,-4.274103,3.1307354
185187,3,-2.754074,-3.8457806
159742,1,8.274558,-0.19050822
151220,2,-3.8877835,2.1289723
83504,2,-4.4528255,3.3266914
20174,2,-4.7080274,3.2028747
81992,3,-2.7826233,-1.0804018
147666,4,-4.347533,3.9244542
19072,1,8.157968,0.037903067
182543,0,-3.9419394,-8.153822
184585,1,8.322203,0.51788586
39802,4,-4.6290565,4.244582
156509,4,-4.008812,3.9486647
127700,2,-4.1093345,2.0801303
33197,0,-3.5607882,-8.890611
176069,2,-5.12951,2.8689506
114692,0,-3.3465524,-8.367404
156064,1,8.689723,1.009906
93784,1,5.5419803,-4.936599
99605,1,8.541483,1.2555765
24165,2,-4.471251,2.8311598
88820,1,8.613801,1.2666143
14755,2,-4.155426,2.1097825
114206,0,-3.1445339,-6.991923
27275,2,-4.588382,2.6351502
101338,3,-2.6924236,-1.4004045
103448,4,-4.574475,4.294508
110109,0,-3.5376332,-7.1711345
110769,4,-4.6125693,4.042875
19864,2,-4.438395,2.6079106
1510,4,-4.4114833,4.1679535
160491,2,-4.4791603,2.3220868
27929,4,-4.556645,3.9659824
75461,4,-4.599257,3.9418235
80470,1,8.535503,0.2984197
14864,0,-3.551962,-8.351335
113110,0,-3.42545,-7.4992785
17820,4,-4.4538555,3.7611356
114829,1,8.478062,0.62547654
102828,4,-4.5150247,4.1009297
87457,4,-4.358026,4.031777
32588,2,-4.4392967,2.9695628
93594,1,8.233521,-0.03234277
24303,1,8.815992,0.28431794
78173,4,-4.3896914,3.9691257
158996,1,8.36036,-0.0945618
162753,3,-2.7247317,-2.561911
85957,1,8.660101,1.0176041
112288,0,-2.9961984,-8.182285
36730,1,8.523437,1.2387887
17234,4,-4.567553,4.313444
156213,1,8.696314,0.9059034
169614,1,8.566032,1.31792
152289,1,6.2625585,-2.7609499
174713,1,8.557254,1.1954857
116257,1,7.920493,0.2035869
190659,1,8.557363,1.5878737
22153,1,8.797516,1.0973217
24905,4,-4.3400555,3.3046432
93610,2,-4.2714796,3.459795
63320,0,-3.0949235,-6.874415
78589,1,8.64235,0.78365165
29039,0,-3.573338,-8.382835
44527,0,-3.4805713,-7.567193
149887,4,-4.178868,3.9562755
11706,1,5.915377,-4.4339795
151162,4,-4.4418087,3.9425461
98508,4,-4.50529,3.9147274
43916,3,-2.3168328,-1.7600232
104761,4,-4.062365,3.7422693
161975,1,8.492431,0.6438001
180780,0,-3.2166576,-7.3593845
103811,4,-4.4354396,4.1168866
176834,4,-4.372749,3.7419703
156481,1,8.499157,-0.3058943
108474,1,8.769606,0.37401503
100112,0,-3.700175,-8.529105
15381,1,8.711957,1.4555652
92174,1,8.388872,0.30838424
32430,4,-4.4888134,3.75145
12763,4,-4.6193066,4.313369
172042,4,-4.3432355,4.1141305
147005,1,8.930835,0.86894107
112799,4,-4.350525,4.190089
36960,1,6.2643147,-4.9717803
97454,0,-3.628237,-8.931982
96565,3,-2.593001,-2.482168
5760,1,8.729627,0.3864052
183512,0,-3.4139392,-7.0519586
13948,1,8.844755,1.2496535
181558,4,-4.532852,4.1031833
77358,3,-2.6005247,-1.3704653
180005,1,8.73301,0.9158426
161653,1,8.721636,1.0057017
109391,4,-3.9968653,3.7201505
24672,1,5.921684,-4.2709007
78203,1,8.448323,1.6111989
26575,4,-4.4265313,4.0706544
111720,2,-4.3368993,2.3714988
87537,1,8.344098,0.06474988
41855,0,-3.3905826,-7.5867796
19194,4,-4.415732,4.0894403
22025,4,-4.328815,3.8214908
23900,4,-4.575313,3.967669
37197,4,-4.1330047,3.8595464
84079,1,8.775149,1.0524906
30014,0,-3.9449596,-8.206614
49450,4,-4.439453,4.074892
159895,1,8.753253,0.7894331
9457,1,8.77221,0.6750071
187330,4,-4.374635,4.0811663
103796,1,8.610391,1.2870413
98081,1,6.504513,-2.8932807
95229,2,-4.3931074,3.1595316
80888,4,-4.0790353,3.3856175
64885,0,-3.342976,-6.461545
50692,1,8.530738,1.3922995
88703,4,-4.487048,3.5125616
76972,1,9.018934,0.9037941
158015,2,-4.2508526,2.4360833
81583,1,8.447642,0.014340642
94386,1,8.555187,0.8764381
11679,2,-4.514706,2.6903682
129369,0,-2.6656868,-6.191811
111232,3,-2.557465,-3.5008907
31876,1,8.853525,1.295931
184895,4,-4.6235266,3.8171976
80026,4,-4.342079,3.9806998
189773,2,-4.3125377,2.257555
36841,0,-3.2534087,-7.927497
110447,4,-4.501558,3.6338727
47134,4,-4.2747955,3.893871
10749,4,-4.1265416,3.928957
27821,2,-4.4075074,2.6007774
148020,3,-2.6138458,-1.4025586
163503,2,-4.125051,2.411583
173384,1,8.577232,-0.19006139
53751,3,-3.510646,-3.8733947
110788,2,-4.4607816,2.22126
160135,1,8.391689,1.01343
158584,1,8.513658,-0.004679847
166107,0,-3.4937713,-8.736662
169655,4,-4.5487404,3.9637556
166766,4,-4.498532,4.044245
99492,0,-3.4734566,-7.6571293
151182,4,-4.4884744,4.1278186
171721,1,8.654077,0.25602284
53525,3,-3.0934715,-3.8001595
32888,4,-3.7380488,3.305354
32309,0,-3.5547185,-8.83498
12800,1,8.30694,0.43158874
19736,1,8.552913,0.4890643
156813,2,-4.4360313,2.4201088
12527,2,-4.683866,3.3687599
118118,4,-4.449771,3.919096
166370,4,-4.5567083,3.8237395
78228,1,8.515288,1.3054028
98576,0,-2.933298,-7.2891808
21020,1,8.449207,0.10660357
121615,4,-4.475264,3.8591816
88448,2,-4.20581,2.6526554
181791,0,-3.7318957,-8.184214
123540,4,-4.1551094,4.016056
188488,2,-4.20375,2.2570517
37556,1,8.229847,0.031056864
99276,1,8.438867,1.1243553
5690,3,-2.5588963,-3.7396991
11718,1,8.56024,1.1676478
7644,4,-4.241566,3.3323302
15910,1,8.584326,0.36771768
80942,1,8.601811,1.1688163
14861,0,-3.3578987,-8.290263
106637,4,-4.4850216,3.6307666
96244,4,-4.572796,3.7150848
49864,1,8.753015,1.0084131
94050,1,7.9375873,0.049155306
149238,1,8.795105,1.2100722
5264,3,-2.7231908,-2.5219767
81006,1,8.579297,1.203985
11019,1,8.350052,0.8553631
9197,1,8.81575,0.98180026
41593,1,7.9561567,0.08744979
29725,1,8.678277,0.850273
166173,1,8.514389,-0.25998655
164389,4,-4.3587713,3.8504875
107719,3,-2.9048615,-3.6317976
165453,4,-4.598109,3.8672748
79674,3,-2.732259,-1.2314085
160632,4,-4.4488096,4.099379
158021,2,-4.4102592,2.330048
161467,1,8.457428,0.60116726
15050,1,8.761076,1.2914705
85326,2,-4.41151,3.0014198
94317,1,8.671217,1.1759803
108772,1,8.594351,0.57939744
129734,2,-4.1971025,2.3052742
91266,1,8.230085,-0.034765977
91301,4,-4.2659497,3.8304071
13959,0,-3.2225266,-8.54538
78238,1,8.292982,1.1905775
110126,2,-4.2787704,2.5335698
89674,1,8.727321,1.0319238
97931,0,-3.0252714,-7.297346
157775,2,-3.894682,2.1739419
7013,3,-2.5971587,-2.7360494
149818,3,-2.5951746,-3.1381838
18562,0,-3.5316052,-7.337067
13583,4,-4.3756204,4.099094
147742,1,8.09704,-0.15022236
8051,4,-4.3444877,3.70227
108018,2,-4.376181,2.5640922
165300,1,8.739736,1.0707488
170367,2,-4.4859705,2.4722326
163600,3,-2.7611587,-3.3715124
43028,0,-3.024543,-7.2868752
13986,1,8.557877,0.49225703
177334,2,-4.5922847,2.0768905
156448,4,-4.139522,3.8685274
21676,4,-4.5094514,4.2339897
30647,1,7.897912,0.060643192
86283,1,8.815192,1.1916336
143907,4,-4.2264247,4.1543546
8959,3,-2.5480652,-2.2406209
168493,2,-5.1343603,2.072097
85287,2,-4.1999307,2.9867551
45255,0,-3.259525,-7.808872
145141,4,-4.354713,3.722623
165669,1,8.787972,1.134969
107756,1,8.621202,1.2518414
186695,1,8.580501,0.8753945
182363,0,-3.6716125,-8.812047
90777,1,9.00271,0.90511245
36576,0,-3.4689581,-6.950253
159108,1,8.522266,1.0684072
79846,1,8.225299,0.45754373
167113,2,-4.7407513,2.6687675
149704,2,-4.302315,3.3743742
157247,1,8.681935,1.0147823
46737,2,-4.56919,3.1491346
20947,1,8.648391,1.5136185
167116,4,-4.6552987,4.201195
45856,4,-4.56242,4.106459
103881,4,-4.504356,3.7492995
27826,0,-3.0144694,-7.3566365
33252,4,-4.479826,4.173957
179957,1,8.593516,0.35074407
156656,1,4.748921,-4.8978167
124121,4,-4.2939043,3.7547574
135865,0,-3.459374,-6.6587877
83031,3,-2.5845277,-2.1841576
16956,2,-4.5402923,3.194658
87856,1,8.554647,0.9851083
161499,4,-4.507392,4.254984
115597,0,-3.55869,-8.617845
1678,4,-4.4515758,4.097343
93560,2,-4.417856,2.486177
14171,4,-4.3518195,3.728483
136449,0,-3.1855283,-6.9797482
101452,0,-3.3338304,-7.425828
151465,2,-4.060842,2.646004
157142,4,-4.371678,3.3368502
23129,1,8.572438,1.139593
174389,1,6.1690226,-2.417521
163925,1,8.5238905,-0.18150578
103529,4,-4.546833,4.2206364
144578,1,8.61751,1.3545154
12617,4,-4.4074864,4.2206593
163168,1,8.68338,1.2244897
165977,1,8.459689,1.0651184
175688,1,8.620217,0.74071735
46486,1,6.134685,-2.2738175
5145,4,-4.2489424,3.8620553
112801,3,-2.6012943,-2.8629334
14211,1,8.39452,0.23777172
87833,2,-4.5213223,2.5614336
12665,2,-4.627612,2.6709652
36613,0,-3.3604302,-8.674625
161481,1,8.531547,-0.27014345
14242,4,-4.4719,4.4082923
69676,3,-2.0281987,-3.0581293
148258,4,-4.2137623,4.0498023
14587,1,8.811227,1.3797945
160548,1,8.764344,1.3576964
180711,0,-3.7422082,-8.227972
85241,4,-4.2582664,3.5622249
36570,0,-3.3426259,-6.912411
102131,4,-4.499836,3.7108796
78696,2,-3.973466,2.215304
82894,1,8.201372,-0.16594772
153740,1,8.960156,1.156248
141083,1,8.9599085,1.0361631
159951,1,8.882865,1.2926544
167721,4,-4.5015287,3.8965023
84840,3,-3.2721026,-4.3005667
44214,0,-2.9834085,-7.527258
86726,1,8.805949,0.29672194
83048,4,-4.2937903,4.132863
26639,4,-4.513748,4.005973
18023,1,8.8510475,1.0972748
150106,1,8.692596,1.1914421
159176,1,8.4763775,1.0379579
42278,4,-4.4772415,4.2381663
18160,1,8.356269,0.86789876
78124,4,-4.463095,3.7541783
85840,2,-4.5218196,2.492098
168052,4,-4.4350386,3.8478587
29044,4,-4.1694546,2.9335375
118921,3,-2.885007,-3.6732252
31850,1,8.5635395,0.23821345
59357,0,-2.9990256,-6.3046455
120113,3,-2.8526583,-3.4176342
109340,4,-4.381165,3.8753574
182274,1,8.471432,1.3051788
50611,2,-3.6749635,2.5075052
16731,2,-4.2025857,3.089698
79782,3,-2.5411263,-1.5230843
83724,1,8.482602,-0.13997146
181804,2,-4.4143486,2.577728
33927,1,8.872473,1.3299528
28611,2,-4.436769,2.880339
97039,4,-4.394041,4.289944
121650,4,-4.3603086,3.9049485
144812,4,-4.3809915,3.4089005
110337,4,-4.5183125,3.933588
48764,1,8.483638,-0.2816548
20039,4,-4.557897,4.1931553
97892,0,-3.6462946,-7.685621
71611,4,-4.3851137,3.672621
19616,1,8.964436,1.0041529
181908,4,-4.6623645,4.0919943
150905,3,-2.697287,-2.5743673
32136,2,-4.4188447,3.218451
44210,0,-2.961517,-7.596683
176391,4,-4.5151353,3.9668953
28204,4,-4.504179,3.940438
82807,3,-2.8497605,-1.0739702
166768,4,-4.4266,4.015559
104704,4,-4.7857175,3.433698
173205,4,-4.6438046,4.0039597
15468,4,-4.453647,4.2299304
44796,0,-2.8415816,-7.297736
8801,1,8.464156,0.5268618
7344,1,8.82889,0.9982991
108642,4,-4.476747,4.0035586
149915,2,-5.0343504,2.9246886
117326,1,5.9535155,-4.326073
40630,1,8.873019,0.9991345
179563,0,-3.4142895,-7.367191
83034,4,-4.4555044,4.165948
37925,3,-2.6794677,-1.456047
84392,4,-4.3093586,3.650583
9923,4,-4.432624,3.6502554
30483,1,8.487079,0.08923608
127926,2,-3.494385,1.9551176
96967,4,-4.486462,4.1699185
32467,2,-4.314938,2.1724095
82826,3,-2.6935225,-2.7782826
7483,1,5.5235214,-4.5592556
161052,4,-4.4527564,4.005358
88297,0,-3.1287453,-7.312902
78568,1,8.295722,-0.14776084
192324,3,-2.3774607,-3.7097657
171142,4,-4.2397394,3.7239852
182843,4,-4.3280516,3.725037
156161,2,-4.2317758,2.4609156
41301,0,-2.8931663,-7.2803855
177064,2,-4.350281,3.170839
103276,1,8.366481,-0.24353078
91681,4,-4.2706695,3.9557385
147912,2,-3.944995,2.42213
162430,4,-4.43357,3.535208
6244,1,8.512505,1.0898489
20638,1,8.792843,1.1666516
